hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
21, 0.00000, 219.362, -0.00594922, 219.362, -120.006, 219.362, 119.994, 67.8218, -179.889, 67.8218, 60.111, 67.8218, -59.889
22, 0.00000, 219.362, -0.00579423, 219.362, -120.006, 219.362, 119.994, 72.0134, -179.882, 72.0134, 60.1184, 72.0134, -59.8816
23, 0.00000, 219.36, -0.00845639, 219.36, -120.008, 219.36, 119.992, 1.10535E-012, 171.87, 2.35258E-013, -75.1243, 6.4311E-013, -45
24, 0.00000, 219.393, 1.89657E-008, 219.393, -120, 219.393, 120, 1.60608E-012, 178.986, 6.10498E-013, 44.2927, 9.09495E-013, -90
25, 0.00000, 219.393, 1.93668E-008, 219.393, -120, 219.393, 120, 6.68061E-013, 178.781, 8.58552E-014, -65.556, 5.08423E-013, -63.4349
26, 0.00000, 219.393, 1.93668E-008, 219.393, -120, 219.393, 120, 6.68061E-013, 178.781, 8.58552E-014, -65.556, 5.08423E-013, -63.4349
27, 0.00000, 219.39, -0.00285511, 219.39, -120.003, 219.39, 119.997, 77.267, -0.136039, 77.267, -120.136, 77.267, 119.864
28, 0.00000, 219.39, -0.00285505, 219.39, -120.003, 219.39, 119.997, 77.2653, -0.136034, 77.2653, -120.136, 77.2653, 119.864
29, 0.00000, 219.39, -0.00285505, 219.39, -120.003, 219.39, 119.997, 77.2653, -0.136034, 77.2653, -120.136, 77.2653, 119.864
30, 0.00000, 219.39, -0.00285505, 219.39, -120.003, 219.39, 119.997, 77.2653, -0.136034, 77.2653, -120.136, 77.2653, 119.864
31, 0.00000, 219.36, -0.00818338, 219.36, -120.008, 219.36, 119.992, 7.30999, -179.996, 7.30999, 60.0044, 7.30999, -59.9956
32, 0.00000, 219.394, 0.000544688, 219.394, -119.999, 219.394, 120.001, 14.5838, -179.974, 14.5838, 60.0257, 14.5838, -59.9743
33, 0.00000, 219.394, 0.000782802, 219.394, -119.999, 219.394, 120.001, 20.9592, -179.963, 20.9592, 60.037, 20.9592, -59.963
34, 0.00000, 219.394, 0.00127244, 219.394, -119.999, 219.394, 120.001, 34.0687, -179.94, 34.0687, 60.06, 34.0687, -59.94
35, 0.00000, 219.362, -0.00647482, 219.362, -120.006, 219.362, 119.994, 53.0525, -179.915, 53.0525, 60.085, 53.0525, -59.915
36, 0.00000, 219.362, -0.00627919, 219.362, -120.006, 219.362, 119.994, 58.2897, -179.906, 58.2897, 60.0943, 58.2897, -59.9057
37, 0.00000, 219.362, -0.00614715, 219.362, -120.006, 219.362, 119.994, 61.8242, -179.9, 61.8242, 60.1005, 61.8242, -59.8995
38, 0.00000, 219.395, 0.00230897, 219.395, -119.998, 219.395, 120.002, 61.8186, -179.891, 61.8186, 60.1087, 61.8186, -59.8913
39, 0.00000, 219.395, 0.00233848, 219.395, -119.998, 219.395, 120.002, 62.6085, -179.89, 62.6085, 60.1103, 62.6085, -59.8897
40, 0.00000, 219.395, 0.00227213, 219.395, -119.998, 219.395, 120.002, 60.8323, -179.893, 60.8323, 60.1071, 60.8323, -59.8929
41, 0.00000, 219.361, -0.00664469, 219.361, -120.007, 219.361, 119.993, 48.5049, -179.923, 48.5049, 60.077, 48.5049, -59.923
42, 0.00000, 219.361, -0.00739314, 219.361, -120.007, 219.361, 119.993, 28.4675, -179.958, 28.4675, 60.0417, 28.4675, -59.9583
43, 0.00000, 219.362, -0.00605397, 219.362, -120.006, 219.362, 119.994, 64.9158, -179.894, 64.9158, 60.1059, 64.9158, -59.8941
44, 0.00000, 219.362, -0.00605289, 219.362, -120.006, 219.362, 119.994, 65.0175, -179.894, 65.0175, 60.106, 65.0175, -59.894
45, 0.00000, 219.362, -0.00594922, 219.362, -120.006, 219.362, 119.994, 67.8218, -179.889, 67.8218, 60.111, 67.8218, -59.889
46, 0.00000, 219.362, -0.00579423, 219.362, -120.006, 219.362, 119.994, 72.0134, -179.882, 72.0134, 60.1184, 72.0134, -59.8816
47, 0.00000, 219.36, -0.00845639, 219.36, -120.008, 219.36, 119.992, 1.10535E-012, 171.87, 2.35258E-013, -75.1243, 6.4311E-013, -45
48, 0.00000, 219.393, 1.89657E-008, 219.393, -120, 219.393, 120, 1.60608E-012, 178.986, 6.10498E-013, 44.2927, 9.09495E-013, -90
